,genes,descriptions,gene_ids,search_substring,search_domain,name,defn,id,n_genes,synonym,xref,comment,uniprot
1839,TMT1B,thiol methyltransferase 1B,196410,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q6UX53
1840,TMTC1,transmembrane O-mannosyltransferase targeting cadherins 1,83857,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q8IUR5
1841,TMTC2,transmembrane O-mannosyltransferase targeting cadherins 2,160335,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q8N394
1842,TMTC3,transmembrane O-mannosyltransferase targeting cadherins 3,160418,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q6ZXV5
1843,TMTC4,transmembrane O-mannosyltransferase targeting cadherins 4,84899,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q5T4D3
1844,TMX1,thioredoxin related transmembrane protein 1,81542,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q9H3N1
1845,TMX2,thioredoxin related transmembrane protein 2,51075,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","mitochondria-associated endoplasmic reticulum membrane, endoplasmic reticulum membrane","['""A zone of apposition between endoplasmic-reticulum and mitochondrial membranes, structured by bridging complexes. These contact sites are thought to facilitate inter-organelle calcium and phospholipid exchange."" [GOC:jl, PMID:19556461, PMID:22078959, PMID:29626751, PMID:29684109]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0044233, GO:0005789","[21, 1114]","[[synonym(text='endoplasmic reticulum-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='MAM', scope='RELATED', typename='', dbxrefs=set()), synonym(text='mitochondria-associated ER membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-associated membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-endoplasmic reticulum (ER) contact', scope='EXACT', typename='', dbxrefs={'PMID:29870872'})], nan]","[nan, nan]","[nan, nan]",Q9Y320
1846,TMX3,thioredoxin related transmembrane protein 3,54495,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q96JJ7
1847,TNC,tenascin C,3371,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],P24821
1848,TOMM20,translocase of outer mitochondrial membrane 20,9804,Endoplasmic reticulum,CC,mitochondria-associated endoplasmic reticulum membrane,"['""A zone of apposition between endoplasmic-reticulum and mitochondrial membranes, structured by bridging complexes. These contact sites are thought to facilitate inter-organelle calcium and phospholipid exchange."" [GOC:jl, PMID:19556461, PMID:22078959, PMID:29626751, PMID:29684109]']",GO:0044233,[21],"[[synonym(text='endoplasmic reticulum-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='MAM', scope='RELATED', typename='', dbxrefs=set()), synonym(text='mitochondria-associated ER membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-associated membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-endoplasmic reticulum (ER) contact', scope='EXACT', typename='', dbxrefs={'PMID:29870872'})]]",[nan],[nan],Q15388
1849,TOMM40,translocase of outer mitochondrial membrane 40,10452,Endoplasmic reticulum,CC,mitochondria-associated endoplasmic reticulum membrane,"['""A zone of apposition between endoplasmic-reticulum and mitochondrial membranes, structured by bridging complexes. These contact sites are thought to facilitate inter-organelle calcium and phospholipid exchange."" [GOC:jl, PMID:19556461, PMID:22078959, PMID:29626751, PMID:29684109]']",GO:0044233,[21],"[[synonym(text='endoplasmic reticulum-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-mitochondrion membrane contact site', scope='EXACT', typename='', dbxrefs=set()), synonym(text='MAM', scope='RELATED', typename='', dbxrefs=set()), synonym(text='mitochondria-associated ER membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-associated membrane', scope='EXACT', typename='', dbxrefs=set()), synonym(text='mitochondria-endoplasmic reticulum (ER) contact', scope='EXACT', typename='', dbxrefs={'PMID:29870872'})]]",[nan],[nan],O96008
1850,TOR1A,torsin family 1 member A,1861,"Endoplasmic reticulum, Endoplasmic reticulum, Endoplasmic reticulum","CC, CC, CC","endoplasmic reticulum, endoplasmic reticulum lumen, extrinsic component of endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]', '""The component of the endoplasmic reticulum membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]']","GO:0005783, GO:0005788, GO:0042406","[1163, 313, 6]","[nan, [synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())], [synonym(text='extrinsic to endoplasmic reticulum membrane', scope='NARROW', typename='', dbxrefs=set()), synonym(text='extrinsic to ER membrane', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan, nan]","[nan, nan, nan]",O14656
1851,TOR1AIP2,torsin 1A interacting protein 2,163590,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q8NFQ8
1852,TOR1B,torsin family 1 member B,27348,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum lumen","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']","GO:0005783, GO:0005788","[1163, 313]","[nan, [synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",O14657
1853,TOR2A,torsin family 2 member A,27433,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],Q5JU69
1854,TOR3A,torsin family 3 member A,64222,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum lumen","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']","GO:0005783, GO:0005788","[1163, 313]","[nan, [synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q9H497
1855,TOR4A,torsin family 4 member A,54863,Endoplasmic reticulum,CC,endoplasmic reticulum lumen,"['""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]']",GO:0005788,[313],"[[synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],Q9NXH8
1856,TP53,tumor protein p53,7157,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],P04637
1857,TP63,tumor protein p63,8626,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, rough endoplasmic reticulum","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The rough (or granular) endoplasmic reticulum (ER) has ribosomes adhering to the outer surface; the ribosomes are the site of translation of the mRNA for those proteins which are either to be retained within the cisternae (ER-resident proteins), the proteins of the lysosomes, or the proteins destined for export from the cell. Glycoproteins undergo their initial glycosylation within the cisternae."" [ISBN:0198506732]']","GO:0005783, GO:0005791","[1163, 58]","[nan, [synonym(text='RER', scope='EXACT', typename='', dbxrefs=set()), synonym(text='rough ER', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, {'NIF_Subcellular:sao1881364067', 'Wikipedia:Endoplasmic_reticulum#Rough_endoplasmic_reticulum'}]","[nan, nan]",Q9H3D4
1858,TPBG,trophoblast glycoprotein,7162,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q13641
1859,TPD52,tumor protein D52,7163,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],P55327
1860,TPST2,tyrosylprotein sulfotransferase 2,8459,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],O60704
1861,TPTE2,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2,93492,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q6XPS3
1862,TRAM1,translocation associated membrane protein 1,23471,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005789","[1163, 1114]","[nan, nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",Q15629
1863,TRAM1L1,translocation associated membrane protein 1 like 1,133022,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q8N609
1864,TRAPPC1,trafficking protein particle complex subunit 1,58485,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q9Y5R8
1865,TRAPPC12,trafficking protein particle complex subunit 12,51112,Endoplasmic reticulum,CC,endoplasmic reticulum-Golgi intermediate compartment,"['""A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi and Golgi-to-ER transport."" [GOC:pr, PMID:16723730]']",GO:0005793,[74],"[[synonym(text='EGTC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ERGIC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='pre-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='vesicular-tubular cluster', scope='EXACT', typename='', dbxrefs={'Wikipedia:Vesicular-tubular_cluster'}), synonym(text='VTC', scope='EXACT', typename='', dbxrefs=set())]]",[nan],[nan],Q8WVT3
1866,TRAPPC2,trafficking protein particle complex subunit 2,6399,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi and Golgi-to-ER transport."" [GOC:pr, PMID:16723730]']","GO:0005783, GO:0005793","[1163, 74]","[nan, [synonym(text='EGTC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ERGIC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='pre-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='vesicular-tubular cluster', scope='EXACT', typename='', dbxrefs={'Wikipedia:Vesicular-tubular_cluster'}), synonym(text='VTC', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",P0DI81
1867,TRAPPC2B,trafficking protein particle complex subunit 2B,10597,"Endoplasmic reticulum, Endoplasmic reticulum","CC, CC","endoplasmic reticulum, endoplasmic reticulum-Golgi intermediate compartment","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""A complex system of membrane-bounded compartments located between endoplasmic reticulum (ER) and the Golgi complex, with a distinctive membrane protein composition; involved in ER-to-Golgi and Golgi-to-ER transport."" [GOC:pr, PMID:16723730]']","GO:0005783, GO:0005793","[1163, 74]","[nan, [synonym(text='EGTC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER-Golgi transport container', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ERGIC', scope='EXACT', typename='', dbxrefs=set()), synonym(text='pre-Golgi intermediate compartment', scope='EXACT', typename='', dbxrefs=set()), synonym(text='vesicular-tubular cluster', scope='EXACT', typename='', dbxrefs={'Wikipedia:Vesicular-tubular_cluster'}), synonym(text='VTC', scope='EXACT', typename='', dbxrefs=set())]]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan]","[nan, nan]",P0DI82
1868,TRAPPC2L,trafficking protein particle complex subunit 2L,51693,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q9UL33
1869,TRAPPC3,trafficking protein particle complex subunit 3,27095,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],O43617
1870,TRAPPC3L,trafficking protein particle complex subunit 3L,100128327,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q5T215
1871,TRAPPC4,trafficking protein particle complex subunit 4,51399,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q9Y296
1872,TRAPPC5,trafficking protein particle complex subunit 5,126003,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q8IUR0
1873,TRAPPC6A,trafficking protein particle complex subunit 6A,79090,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],O75865
1874,TRAPPC6B,trafficking protein particle complex subunit 6B,122553,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q86SZ2
1875,TRAPPC9,trafficking protein particle complex subunit 9,83696,Endoplasmic reticulum,CC,endoplasmic reticulum,"['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]']",GO:0005783,[1163],[nan],"[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}]",[nan],Q96Q05
1876,TRDN,triadin,10345,"Endoplasmic reticulum, Endoplasmic reticulum, Endoplasmic reticulum","CC, CC, CC","endoplasmic reticulum, endoplasmic reticulum lumen, endoplasmic reticulum membrane","['""The irregular network of unit membranes, visible only by electron microscopy, that occurs in the cytoplasm of many eukaryotic cells. The membranes form a complex meshwork of tubular channels, which are often expanded into slitlike cavities called cisternae. The ER takes two forms, rough (or granular), with ribosomes adhering to the outer surface, and smooth (with no ribosomes attached)."" [ISBN:0198506732]', '""The volume enclosed by the membranes of the endoplasmic reticulum."" [ISBN:0198547684]', '""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']","GO:0005783, GO:0005788, GO:0005789","[1163, 313, 1114]","[nan, [synonym(text='cisternal lumen', scope='EXACT', typename='', dbxrefs=set()), synonym(text='endoplasmic reticulum cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER cisterna', scope='EXACT', typename='', dbxrefs=set()), synonym(text='ER lumen', scope='EXACT', typename='', dbxrefs=set())], nan]","[{'Wikipedia:Endoplasmic_reticulum', 'NIF_Subcellular:sao1036339110'}, nan, nan]","[nan, nan, nan]",Q13061
1877,TREX1,three prime repair exonuclease 1,11277,Endoplasmic reticulum,CC,endoplasmic reticulum membrane,"['""The lipid bilayer surrounding the endoplasmic reticulum."" [GOC:mah]']",GO:0005789,[1114],[nan],[nan],[nan],Q9NSU2
